Attendance,Internal_Marks,Assignment_Marks,Study_Hours,Previous_Results
100,21,13,3.1,First Class
72,23,8,3.2,Pass
87,19,15,5.1,First Class
88,26,14,4.3,First Class
60,22,17,6.4,Second Class
70,22,24,6.3,First Class
64,25,19,3.2,Second Class
98,25,14,2.1,First Class
78,27,22,3.6,First Class
62,13,16,6.6,Second Class
75,14,18,5,Second Class
69,20,19,5.8,Second Class
80,20,17,6.5,First Class
100,21,20,2.9,First Class
55,26,13,2.4,Second Class
86,30,16,4,First Class
56,18,17,2.5,Fail
53,22,12,7,First Class
85,21,17,2.5,Second Class
88,22,12,1.7,Second Class
72,30,11,1.9,Second Class
68,30,12,8.1,First Class
75,21,13,7.7,First Class
61,28,14,7.7,First Class
63,22,14,1.5,Second Class
66,18,11,5.5,Pass
59,23,12,6.2,First Class
88,21,14,3.6,First Class
83,23,19,8.7,Distinction
50,23,24,4.6,Second Class
64,24,16,7.6,First Class
70,23,15,4.4,First Class
70,23,12,7.4,Second Class
65,29,8,9.2,First Class
71,22,21,4.7,First Class
89,30,18,3.8,First Class
65,20,15,6.6,Pass
65,26,16,4.8,First Class
97,28,14,1.2,First Class
60,20,14,7.2,Second Class
72,27,19,4.5,First Class
98,26,16,6,Distinction
95,20,19,9.2,First Class
75,30,24,6.7,Distinction
74,13,13,7.1,Second Class
71,23,16,4.1,Pass
81,22,18,4.2,First Class
62,29,20,6.9,First Class
41,17,10,5.1,Pass
100,19,15,1.7,Distinction
84,28,15,4.4,First Class
41,18,17,5.6,Second Class
79,19,14,3.7,First Class
78,22,23,6.2,Distinction
58,27,12,4.8,Second Class
99,25,16,3,First Class
79,12,20,6.9,Second Class
81,27,20,5.5,First Class
69,22,9,5.7,Second Class
78,22,16,1.4,Second Class
79,23,18,3.3,First Class
75,26,13,3.6,First Class
79,22,22,1.7,Second Class
54,30,18,8.1,Distinction
66,20,23,3.4,Second Class
69,16,25,6.4,First Class
55,21,20,8.6,Distinction
78,30,18,6.9,Distinction
67,30,16,3.7,Second Class
88,26,20,5.3,First Class
94,25,19,3.2,First Class
85,18,20,5.4,First Class
90,26,18,3.2,First Class
95,23,24,2.2,Distinction
60,15,13,3,Second Class
60,24,16,1.8,Second Class
78,16,21,3.3,Pass
90,20,12,3.9,Second Class
74,16,21,5.9,Second Class
100,23,19,4.7,First Class
94,19,20,3.6,Second Class
61,15,19,2.5,Second Class
89,20,20,6,Distinction
59,24,21,4.5,First Class
66,30,20,4.5,Distinction
73,24,20,8.1,First Class
100,27,21,6.7,Distinction
82,23,23,5.7,Distinction
60,30,19,7.9,Distinction
74,26,14,1.4,Second Class
94,18,15,6.9,First Class
64,22,15,6.7,First Class
61,16,11,6.1,Second Class
78,18,12,6.6,Pass
82,20,15,9.4,Distinction
78,21,11,2.7,Pass
73,15,17,4.2,Second Class
77,21,16,3.1,Second Class
75,30,21,5.4,Distinction
58,19,11,6.6,Second Class
60,27,18,2.9,Second Class
72,30,16,6.4,Distinction
100,18,20,5,First Class
76,30,20,3.7,First Class
89,28,14,3.3,First Class
58,25,18,4.1,Second Class
69,16,20,6,First Class
72,26,21,6,Distinction
73,16,12,8.3,Second Class
83,22,17,7.5,Distinction
64,23,18,2.2,Second Class
83,22,23,1.7,First Class
67,17,20,4.8,Second Class
100,16,12,3.5,Second Class
75,22,13,3.1,Second Class
48,25,16,7.2,First Class
82,23,8,5.8,Second Class
91,18,13,7.1,Second Class
86,15,17,5.8,Second Class
71,26,9,3.3,Pass
61,18,19,4.5,Second Class
92,29,16,0.5,First Class
93,16,14,6.3,First Class
84,25,9,6.6,First Class
100,30,17,7.6,Distinction
81,25,21,2.2,Distinction
81,28,16,5.1,First Class
77,21,20,9.6,First Class
64,13,16,4.7,Second Class
67,13,13,5.7,Second Class
100,30,17,6.4,Distinction
98,26,16,3.2,First Class
74,18,13,5.5,Pass
61,30,9,6.9,First Class
62,26,12,5.4,Second Class
74,22,20,6.5,Distinction
67,22,19,6.3,Second Class
73,25,24,1.5,First Class
55,24,17,3.7,Second Class
82,27,17,6.9,First Class
64,15,18,5.7,Second Class
76,26,10,5.3,Second Class
84,20,17,8.1,Distinction
75,18,20,4.7,Second Class
69,18,18,7.3,First Class
68,14,10,5.4,Pass
76,22,20,0.8,Second Class
76,20,17,3.5,Second Class
89,17,18,6.3,First Class
73,17,18,3.4,Pass
85,24,19,1.6,Second Class
65,19,16,4.8,Second Class
48,29,20,7.9,First Class
54,20,13,4.8,Second Class
83,12,15,5.5,First Class
86,20,18,8.2,Distinction
74,30,18,6.6,Distinction
66,22,16,6.4,First Class
64,22,19,5.6,Second Class
92,28,17,5.8,Distinction
86,22,13,8.8,Distinction
68,20,16,1.5,Second Class
94,20,20,4.6,First Class
73,25,16,7.9,First Class
77,30,23,2.9,First Class
90,19,17,5.4,Second Class
75,18,21,6.1,First Class
90,21,17,6.9,First Class
67,17,23,5.9,First Class
90,30,14,5.1,Distinction
91,14,18,3.7,Second Class
76,18,16,6.7,First Class
86,17,15,8.1,First Class
76,13,14,4.5,Pass
64,20,12,9,Second Class
81,23,16,3.2,Second Class
66,22,15,0.5,Second Class
90,23,20,8.2,First Class
77,17,16,4.4,First Class
66,30,15,2.8,Second Class
65,20,15,3.7,Second Class
57,17,14,4.8,Fail
83,29,14,5.6,First Class
47,21,21,5.1,Second Class
80,26,17,6.2,Distinction
62,21,21,5.8,First Class
87,19,16,1.8,Pass
71,30,21,3,First Class
95,19,19,2.2,Second Class
83,23,17,3.4,First Class
82,24,12,5.2,Second Class
78,15,16,8.6,First Class
59,19,17,6.3,Pass
98,27,18,6,Distinction
66,23,16,2.9,Second Class
68,18,15,5,Second Class
70,18,20,4.1,First Class
44,20,22,0.8,Second Class
65,20,10,2.8,Pass
81,15,13,4.2,Second Class
78,18,20,3.4,Pass
79,28,25,4.9,First Class
81,22,16,2.7,First Class
88,22,20,6.1,First Class
100,21,16,4.6,Distinction
97,24,17,7.8,Distinction
70,29,10,7.8,First Class
58,22,22,2.6,Second Class
71,30,19,6.9,Distinction
80,20,10,6.9,First Class
82,24,18,0.5,Second Class
82,28,25,5.4,Distinction
64,19,9,0.9,Fail
40,21,11,7.2,Second Class
70,25,13,4.9,Second Class
64,23,19,7.3,Distinction
97,22,17,4.7,Distinction
64,27,15,2.6,Second Class
77,29,20,6.1,Distinction
100,20,18,3.6,First Class
79,21,14,6.5,Second Class
83,20,17,3.9,First Class
83,23,19,4.4,First Class
87,30,18,6.5,Distinction
64,15,17,3.3,Second Class
55,24,18,4.5,First Class
62,19,16,4.5,Second Class
85,14,19,8,Second Class
74,23,15,5.2,Second Class
71,22,21,6.9,First Class
83,18,15,3.1,First Class
98,24,11,2.1,First Class
76,18,22,8.6,Distinction
69,27,17,5.4,First Class
60,17,15,1.9,Second Class
75,27,14,7.6,First Class
100,28,12,6.9,First Class
52,26,21,4.4,First Class
78,30,13,9.7,Distinction
88,30,17,3.9,First Class
100,26,16,5.4,First Class
66,23,19,5,First Class
66,25,18,5.3,First Class
76,30,19,3.4,First Class
77,15,18,3.6,Pass
61,14,15,1.7,Pass
79,22,15,5.6,Second Class
85,15,13,5.9,First Class
83,22,12,5.5,First Class
77,17,13,8.1,Second Class
59,28,14,5.8,First Class
79,27,14,7.5,First Class
81,15,22,9.9,Distinction
67,23,14,1.5,Second Class
76,21,15,7.3,Second Class
88,22,13,4.1,Second Class
80,27,16,5.2,First Class
74,29,11,2.8,Second Class
79,18,18,3.1,Second Class
84,8,13,4.6,Pass
67,16,25,3.9,Second Class
84,15,16,5.2,Second Class
82,17,17,7.3,Second Class
75,27,15,8.5,First Class
73,21,18,3.7,First Class
63,19,23,5.7,First Class
81,29,21,3.6,First Class
69,30,16,3.6,First Class
50,21,12,4.2,Second Class
69,24,23,4.6,First Class
65,24,17,8,First Class
72,22,20,4.5,Second Class
50,25,13,6,First Class
74,26,9,4.7,First Class
100,18,20,5.1,Second Class
74,13,16,7.9,Second Class
55,20,14,4.7,Second Class
68,23,16,7.7,Distinction
73,22,18,4.7,First Class
69,30,19,2.6,Second Class
65,13,23,6.8,Second Class
66,26,11,5.8,First Class
97,20,14,8.8,Distinction
96,21,14,4.3,First Class
100,19,19,3.8,Distinction
96,23,19,6.6,Second Class
96,30,19,2.8,First Class
78,30,21,7,Distinction
70,25,25,3.9,First Class
89,29,17,3,Second Class
89,16,20,4.2,First Class
100,28,24,4.2,Distinction
92,14,22,2.8,Second Class
83,17,19,4.4,Second Class
93,19,21,7,Distinction
59,27,21,4.7,Second Class
59,26,21,7.7,First Class
71,10,16,6.4,Pass
68,26,19,4.8,Second Class
64,17,22,2.1,Second Class
87,24,15,9.2,First Class
69,26,19,4.2,Second Class
78,10,10,6.6,Fail
68,22,14,3.9,Second Class
71,10,19,5.5,Second Class
62,13,25,4.9,First Class
82,22,23,7.5,Distinction
64,17,22,5.3,Second Class
63,15,21,5.2,Second Class
71,16,15,3.3,Second Class
81,21,24,5,First Class
83,27,12,8.7,Distinction
65,28,20,8.8,Distinction
64,22,17,6.7,Second Class
84,20,12,2.2,Pass
82,25,18,6.9,First Class
84,25,16,3.5,Second Class
63,24,17,1.9,Second Class
85,17,21,6.4,First Class
69,28,17,8.2,Distinction
30,16,20,5.9,Second Class
91,30,15,6.8,Distinction
62,25,21,6.9,Distinction
100,23,15,6.4,First Class
87,24,10,3.9,Second Class
43,25,23,2.9,First Class
53,18,17,5.9,First Class
70,23,16,5.7,Second Class
69,21,9,5.7,Second Class
65,20,17,8.3,First Class
55,22,23,4.4,First Class
60,18,19,5.7,Second Class
70,27,14,6.3,First Class
58,19,12,5.6,Second Class
62,20,15,5.6,Second Class
81,28,18,7.3,First Class
67,24,16,7.6,First Class
84,30,14,3.5,Distinction
75,17,14,6.1,First Class
38,21,15,8.8,First Class
87,18,16,0.5,Second Class
91,20,12,9.9,First Class
77,27,19,3.5,Distinction
55,24,15,4.7,Second Class
50,23,22,4,First Class
85,25,13,3.3,First Class
82,23,10,6.6,Second Class
96,30,23,4.7,Distinction
50,21,25,1.1,Second Class
72,25,15,6.6,First Class
59,18,19,2.1,Second Class
42,29,13,7.9,Distinction
71,30,18,5.8,Distinction
71,27,14,8.2,First Class
92,23,20,1.1,Second Class
84,24,15,7,First Class
58,24,17,3.4,Pass
90,19,16,7.7,First Class
80,19,15,1.9,First Class
81,24,17,3.2,First Class
60,24,19,4.6,First Class
85,24,11,3.5,Second Class
93,22,18,5.1,First Class
80,14,14,8.6,First Class
66,24,15,2.8,Second Class
64,29,16,3.5,First Class
72,26,20,3.2,First Class
93,24,21,3.8,Distinction
77,28,18,6.1,First Class
55,22,13,2.6,Fail
59,23,12,6.2,Pass
100,28,7,1,Second Class
49,18,18,1.1,Pass
73,15,22,6.3,Second Class
91,19,10,4.6,Second Class
73,22,17,4.7,First Class
91,22,20,4.2,First Class
54,24,18,2.4,Pass
99,24,15,5.2,First Class
76,23,11,2.7,Second Class
57,26,16,4.4,First Class
78,26,14,5.7,First Class
71,20,19,6.7,First Class
82,18,11,6.1,Second Class
60,17,18,5.5,First Class
78,20,21,8.9,Distinction
67,22,15,2.3,Second Class
75,18,21,10.4,Distinction
62,22,19,4.8,Second Class
80,17,19,3.5,First Class
65,13,20,2.5,First Class
94,26,14,6.4,Distinction
71,19,14,6,First Class
68,21,20,7.6,First Class
70,25,9,4,Second Class
67,23,21,9.1,Distinction
70,23,15,5.7,First Class
84,27,15,7.6,Distinction
69,18,23,2.9,First Class
100,24,18,4.7,First Class
89,19,17,9.2,Distinction
100,30,20,6.5,Distinction
72,19,17,2.7,Pass
69,27,19,4.4,First Class
63,16,13,1.7,Pass
81,19,17,6,First Class
71,24,18,1.6,First Class
83,24,19,7.7,First Class
100,19,13,1.3,Pass
75,19,12,6.4,Pass
58,30,19,4.5,First Class
78,25,18,5.4,First Class
66,19,22,3.2,Second Class
56,15,13,4,Pass
95,20,16,4.4,Distinction
87,20,19,4,First Class
59,15,15,4.1,Pass
70,22,13,7.1,First Class
73,23,21,6.9,Distinction
66,30,15,7,Distinction
74,26,13,1.2,First Class
85,22,19,3.8,Distinction
78,18,21,7.3,Distinction
48,21,15,6.1,First Class
69,20,18,6.4,First Class
54,15,17,3.9,Second Class
68,25,14,9.7,First Class
66,30,25,4.3,First Class
77,22,17,5,First Class
62,30,9,1.7,Second Class
81,28,23,5.3,First Class
86,21,18,2.2,Second Class
81,23,16,6.6,First Class
81,20,16,0.5,Second Class
88,18,11,6,First Class
72,24,14,3.4,Second Class
64,28,22,4.3,First Class
100,21,15,6.3,Distinction
74,24,16,2.4,Second Class
91,17,19,1.8,Second Class
82,29,17,3.5,First Class
90,17,22,0.6,Pass
85,25,15,4.7,First Class
75,28,10,6.8,First Class
74,29,21,5.1,Distinction
56,18,23,7.1,First Class
56,25,14,0.5,Pass
60,27,11,3.1,First Class
69,28,22,3.1,Distinction
88,19,12,7,Second Class
97,26,13,0.5,Second Class
83,16,18,2.1,First Class
78,30,18,8.7,Distinction
83,14,19,3.8,Second Class
62,26,17,4.4,First Class
31,26,16,8.5,First Class
100,18,16,3.5,First Class
87,13,19,3.6,Pass
59,24,15,5.4,Second Class
71,15,15,7.2,First Class
89,21,23,2.9,Distinction
95,17,20,4.6,First Class
88,29,14,1.9,Second Class
60,21,16,3.7,First Class
86,26,14,4.7,Distinction
60,21,19,4.6,First Class
67,25,15,4.3,Second Class
91,22,22,5.6,First Class
65,13,17,6.5,Second Class
78,29,17,5.3,First Class
78,15,12,2.8,Second Class
61,20,20,2.8,Pass
52,30,16,3.5,Pass
79,18,11,8.1,First Class
70,14,25,7.6,Distinction
86,22,15,4.7,Distinction
72,16,17,3.6,First Class
56,17,16,2.2,Fail
61,16,18,7.6,First Class
59,22,19,4.6,Second Class
68,26,18,5.8,First Class
73,20,16,2.5,First Class
67,21,12,3.6,Pass
85,22,12,5.7,First Class
63,13,14,6.1,Second Class
53,20,17,5.2,Pass
60,20,19,7.7,First Class
51,20,17,3.5,Pass
60,23,19,3.6,Second Class
80,23,22,4.1,First Class
70,16,20,6.2,First Class
87,25,15,1,Second Class
75,19,19,7.8,First Class
62,29,16,4.9,Second Class
49,27,18,7.5,Distinction
74,22,16,5.3,First Class
64,30,9,6.1,Distinction
79,25,12,8.4,Distinction
64,13,13,3.9,Fail
79,25,17,4.5,Distinction
79,30,15,5.6,First Class
71,26,19,7.2,Distinction
65,8,9,9.1,Pass
92,19,14,6.4,First Class
88,19,20,5.2,Distinction
81,27,11,8.5,Distinction
62,29,14,5.5,First Class
53,21,15,7.2,Second Class
67,17,20,5.5,First Class
66,23,21,4.3,Second Class
77,24,17,2.5,Second Class
59,30,18,1.6,Second Class
58,30,20,4.1,Distinction
90,18,13,2.5,Second Class
74,21,19,5.6,First Class
89,13,17,2.6,Second Class
88,19,9,9,Distinction
93,17,19,5.6,First Class
96,30,18,5.8,Distinction
76,22,17,8.7,Distinction
37,30,16,2.4,First Class
83,23,17,8,Distinction
64,13,14,4,Pass
93,16,16,8,First Class
83,20,25,5.9,First Class
58,18,12,6.9,Pass
82,23,23,8.2,Distinction
65,22,13,9.2,First Class
98,27,15,3.4,First Class
68,21,22,7.5,Distinction
51,16,15,9.6,Distinction
68,22,18,8.8,Distinction
98,23,14,3.4,Second Class
88,27,25,6.2,Distinction
65,23,20,0.6,Pass
55,30,20,4.1,First Class
96,20,18,4.8,First Class
79,25,15,3.2,First Class
71,22,22,4,First Class
80,22,15,3.1,Second Class
71,28,25,4.2,Distinction
84,24,13,6.7,First Class
51,25,19,3.2,Second Class
94,25,25,2.5,First Class
65,18,14,5,Pass
65,19,21,4.8,First Class
71,17,16,6.8,First Class
93,30,25,5,Distinction
77,23,15,1.9,Second Class
65,21,11,7.2,Second Class
100,17,19,4.8,Second Class
64,25,15,6.8,First Class
65,23,20,6.4,Distinction
64,16,21,3.5,Second Class
60,20,15,5.6,Second Class
68,19,20,2,Second Class
72,23,22,6.1,Distinction
66,22,11,6.1,Second Class
90,21,24,3.9,First Class
54,27,18,6.9,Second Class
81,30,24,3.1,Distinction
56,17,21,2.9,Second Class
69,30,17,8.7,Distinction
62,30,18,6.1,Distinction
100,15,24,1.8,Second Class
52,23,17,5.9,Pass
63,25,20,2.3,Second Class
85,27,6,6.1,Second Class
45,29,16,6.3,First Class
75,19,14,6.3,First Class
78,19,10,7.4,Second Class
88,30,25,4.1,First Class
62,30,16,6,First Class
70,27,24,10.1,Distinction
53,26,16,3.8,Pass
93,25,17,4.7,Distinction
65,27,24,5.6,Distinction
42,21,8,5.3,Second Class
79,20,21,4.5,First Class
75,14,15,5.2,Second Class
72,29,16,5,First Class
51,29,16,5.4,Second Class
55,17,23,7.1,Second Class
64,25,23,3.9,Second Class
69,21,25,5.7,First Class
68,18,15,4.9,Second Class
50,24,18,4.2,Second Class
83,14,17,4.8,First Class
77,27,13,6.6,Distinction
87,18,22,2.5,First Class
80,21,14,5,Second Class
100,29,24,5.1,Distinction
80,26,19,2.8,First Class
89,30,15,4.2,First Class
97,23,16,5.1,First Class
79,25,20,7,Distinction
71,21,15,5.7,First Class
84,22,13,3,Second Class
64,21,21,6.5,Second Class
54,21,20,4.7,Second Class
70,26,18,4.7,Second Class
78,20,18,1.8,First Class
77,28,20,6.6,First Class
66,15,20,5.6,First Class
61,22,12,1.6,Pass
53,30,19,7.5,Distinction
79,17,18,8.4,First Class
91,21,21,3.7,First Class
94,21,17,6.1,Distinction
96,22,16,5.2,First Class
54,25,22,5.4,First Class
68,24,17,5.4,Second Class
83,28,16,5.3,Distinction
72,17,19,4.6,Second Class
74,24,17,4,First Class
72,26,24,3.7,First Class
76,21,19,2.9,Second Class
68,23,19,6.2,First Class
48,25,14,5.7,Second Class
60,24,18,6.7,First Class
100,18,25,8.5,Distinction
56,20,16,6.1,First Class
84,13,9,5.4,Second Class
77,30,13,5.2,Distinction
77,29,21,4.4,First Class
55,22,25,1.8,Second Class
91,24,10,4.8,First Class
78,21,17,7.8,First Class
100,19,17,4.7,First Class
95,21,10,4.2,Second Class
45,20,16,4.7,Pass
84,30,16,8.5,First Class
88,26,17,5.3,First Class
60,15,21,6.1,Second Class
70,18,13,2.2,Pass
84,25,16,8.1,First Class
78,30,24,7.9,Distinction
61,20,14,7.9,Second Class
68,19,14,3.2,First Class
87,23,12,4,First Class
72,21,15,5.7,First Class
86,27,20,4.5,First Class
35,19,21,5,Pass
57,20,14,3.4,Second Class
98,24,13,8.3,Distinction
74,26,14,3,First Class
84,22,18,5.3,First Class
92,30,13,5,First Class
53,30,18,2,Second Class
69,16,22,5.7,First Class
94,30,17,3.3,First Class
82,20,18,7.4,Distinction
62,21,22,3.8,Second Class
81,29,15,6.5,Distinction
83,22,18,2.7,Second Class
60,22,17,5.5,First Class
52,24,15,2,Pass
86,16,23,2.6,Second Class
79,17,13,6.1,Second Class
62,22,18,6.2,Second Class
90,21,11,3.1,Second Class
76,11,12,5.3,Second Class
54,24,16,5,Second Class
80,22,20,5.1,Distinction
75,20,7,6.6,First Class
51,11,17,3.1,Pass
96,22,18,5.8,Distinction
41,25,25,4.5,First Class
90,30,15,8.4,First Class
78,24,16,2.8,First Class
60,22,18,4.3,Second Class
71,19,14,6.2,First Class
79,19,18,9.3,Distinction
54,11,21,2.8,Pass
65,21,23,6.3,First Class
65,14,18,5,Pass
64,15,15,5.8,Pass
74,18,20,6,First Class
58,14,23,4.6,Pass
66,28,13,6.5,Second Class
100,22,15,3,Second Class
68,17,19,4.8,Second Class
83,28,14,2.6,First Class
62,12,12,8.7,Second Class
74,18,22,4.9,Second Class
38,16,19,1.4,Fail
92,30,9,2.7,First Class
65,20,8,3.5,Pass
52,23,12,3.3,First Class
50,30,10,4.5,Second Class
89,15,21,7.2,Distinction
48,25,19,4.2,First Class
75,20,17,5.5,First Class
86,21,11,7.1,First Class
73,22,16,6,First Class
85,30,20,5.7,Distinction
70,19,20,4.5,Second Class
67,24,12,6.2,Second Class
78,28,18,6.7,Distinction
98,24,20,3.5,First Class
73,19,12,1.8,First Class
71,22,21,5.6,First Class
66,20,17,4.5,Pass
90,19,17,3.5,First Class
75,19,23,5.9,First Class
73,22,23,7.9,Distinction
41,16,19,2,Pass
49,29,16,4.5,Second Class
63,11,17,4.7,Second Class
72,26,19,5.7,First Class
66,21,17,5.6,Second Class
96,17,19,5.3,Second Class
94,24,15,2.1,First Class
81,21,21,7.5,Distinction
69,18,18,4.9,Second Class
52,21,16,4.3,Second Class
77,17,16,6.4,First Class
88,21,10,7.6,Distinction
58,24,19,2.3,Second Class
30,28,15,6.1,First Class
86,24,21,3.6,First Class
80,24,17,4.7,Distinction
85,28,21,4.8,First Class
81,20,24,3.1,First Class
66,16,18,6.6,First Class
62,17,18,3.9,Second Class
88,23,16,0.5,Second Class
65,20,17,1.2,Pass
83,22,18,1.3,First Class
76,21,13,0.9,Pass
88,28,12,6.9,Distinction
83,12,13,2.3,Second Class
92,20,24,4.5,First Class
81,23,19,4.3,First Class
64,18,20,6.6,Pass
69,28,15,6.5,Distinction
69,14,22,3.8,Pass
93,19,14,2.8,Second Class
76,17,17,2.2,Second Class
75,26,17,6.6,First Class
74,30,12,3.3,Second Class
65,30,13,4.8,First Class
91,17,11,5.8,Second Class
77,18,16,3.3,Second Class
71,24,12,6.5,Distinction
90,17,19,8.4,Distinction
67,18,13,5.1,First Class
72,28,15,4.7,First Class
68,30,15,5.2,First Class
88,30,21,4,Distinction
74,21,22,5.2,First Class
37,28,13,3.7,Second Class
80,24,20,5.2,First Class
82,19,14,4.5,First Class
42,21,15,7,Second Class
89,22,15,3.9,Second Class
80,17,13,4.7,First Class
80,20,14,4.4,First Class
100,24,15,1.3,Second Class
96,26,20,4.8,First Class
76,24,15,3.8,First Class
80,25,19,5.9,First Class
93,18,15,5.2,First Class
96,26,11,6.2,First Class
89,17,20,4.4,Distinction
49,22,14,4.7,Pass
75,26,12,2.8,First Class
56,17,12,7.4,Second Class
88,19,19,4.6,First Class
61,19,25,5.7,First Class
98,13,19,3.6,First Class
62,26,16,0.7,Second Class
81,23,21,7.3,Distinction
89,30,14,2.9,First Class
48,27,17,5.1,Second Class
81,21,17,4.4,Distinction
92,18,18,6,First Class
84,20,15,7.2,First Class
82,29,19,6.1,Second Class
84,21,8,3.6,Second Class
68,23,15,4.8,Second Class
97,27,18,5.9,First Class
81,22,15,6.4,First Class
100,23,17,2.6,First Class
77,25,18,6.1,First Class
95,29,20,2.7,First Class
86,23,19,5,Distinction
75,20,17,5,Second Class
82,20,13,3,Second Class
37,20,21,4.3,Pass
60,22,10,3,Second Class
57,22,18,3.7,Second Class
67,20,22,3.3,First Class
66,25,17,5.3,Second Class
83,28,23,5.8,First Class
67,19,17,5.4,Second Class
91,16,17,1,Second Class
60,23,25,6.5,Distinction
55,22,18,3.1,Second Class
66,18,14,3.9,Pass
74,30,14,3.2,First Class
87,30,23,10.4,Distinction
94,22,18,5.5,Distinction
90,23,18,2.9,Second Class
66,28,19,6.5,Distinction
50,23,24,5.8,First Class
56,30,21,6.8,First Class
66,17,16,3.4,Second Class
100,26,19,4.5,Distinction
63,30,19,7.4,First Class
89,26,21,4.9,Distinction
81,22,19,3.8,Second Class
76,8,19,7.1,Second Class
90,25,21,3.4,Distinction
71,26,16,1.1,Second Class
80,18,15,2.9,Pass
50,16,14,6.2,Pass
76,30,14,5.6,Distinction
70,30,15,7.5,Distinction
79,18,19,2.7,Second Class
66,27,16,5.5,First Class
61,21,17,2.9,Second Class
80,25,21,5.7,First Class
63,30,10,6.4,First Class
89,30,19,6.1,Distinction
88,18,22,4.3,Second Class
91,20,22,5.6,First Class
68,26,18,5.4,First Class
73,16,16,9.4,Distinction
83,15,17,5,Second Class
82,27,17,3.5,Second Class
63,27,25,6.1,First Class
79,9,11,2.2,Fail
78,25,7,9,Distinction
88,17,14,5.8,Second Class
94,25,17,7.9,Distinction
69,16,13,8.8,First Class
63,15,18,3.2,Pass
74,21,13,5.5,Second Class
88,22,16,6.3,First Class
82,28,20,5.7,Distinction
67,23,23,6.5,First Class
57,21,13,7.1,First Class
93,20,9,2.5,Second Class
91,25,17,5.3,First Class
100,24,17,6.3,First Class
75,16,21,4.5,First Class
57,30,14,5.8,Distinction
65,22,17,6,Pass
60,25,19,4.9,First Class
68,12,11,7.7,Pass
53,26,13,2.7,Second Class
61,28,17,6.1,First Class
78,26,13,2.3,Second Class
74,30,9,2.9,Second Class
41,27,18,2.9,Second Class
56,14,15,6.7,Second Class
57,26,18,2.8,First Class
51,28,14,5.2,First Class
61,19,15,7.8,First Class
78,25,15,4.8,First Class
100,25,13,5.6,Second Class
91,23,14,6,Second Class
60,25,24,4,Second Class
65,21,16,6.4,First Class
68,19,19,6,First Class
74,19,21,5.9,Distinction
94,25,18,4.9,Distinction
93,22,23,4,First Class
83,20,18,5.8,First Class
70,16,16,10.2,Distinction
96,15,20,5,First Class
49,30,13,6.7,First Class
93,28,18,2.8,Distinction
90,22,19,5.5,First Class
68,24,23,3.9,First Class
64,30,16,6.2,First Class
65,27,16,3.8,First Class
74,19,20,2.4,First Class
89,26,18,3.7,First Class
95,23,10,10.8,Distinction
78,29,21,3.8,First Class
60,20,15,7.1,First Class
89,22,25,4.6,First Class
62,29,8,5.5,Second Class
86,16,15,4.6,First Class
88,30,17,3.5,Distinction
100,24,16,6.6,Distinction
64,23,16,3.4,First Class
83,25,15,5.8,First Class
88,27,19,6.5,Distinction
74,23,21,4.8,First Class
46,28,15,6.1,Second Class
85,24,13,8.6,Distinction
84,23,14,4.4,Distinction
57,20,22,2.2,Pass
69,20,14,3.4,Second Class
95,17,25,6.1,First Class
86,22,18,9.4,Distinction
69,21,13,5.3,Second Class
89,21,22,1.7,Second Class
83,23,14,2.9,First Class
59,25,17,4.7,Second Class
100,19,5,4.6,First Class
76,21,24,5.2,First Class
70,21,18,7.9,First Class
92,19,20,1.3,Second Class
72,26,18,4.2,Second Class
85,8,17,3.9,Second Class
75,25,19,7.6,Distinction
90,23,18,8.3,Distinction
72,14,19,6,First Class
70,17,12,5.2,Second Class
83,24,21,7.5,Distinction
46,20,21,3.4,Pass
66,23,15,4,Second Class
99,27,12,0.5,Second Class
64,23,15,5.5,First Class
47,22,12,5.3,Second Class
72,26,20,8.1,First Class
79,27,19,4.5,Distinction
84,30,22,0.6,First Class
92,20,18,5.6,Second Class
42,30,12,4.1,Second Class
84,19,19,8.2,Distinction
62,22,16,5.4,First Class
73,25,15,5.2,Distinction
100,18,9,3,First Class
65,22,17,6.7,First Class
68,16,17,5,Second Class
82,19,23,5,Distinction
57,18,12,0.5,Fail
69,17,21,6.4,Second Class
84,18,17,2.5,Pass
76,15,15,8.4,First Class
79,30,18,7,Distinction
75,16,7,4,Second Class
74,18,20,5.9,First Class
67,29,17,8.3,First Class
100,28,16,4.4,First Class
95,22,8,5.1,First Class
73,25,17,1.8,First Class
67,30,17,5.7,First Class
64,22,17,5,Second Class
42,22,12,6.7,First Class
94,21,16,3.9,First Class
65,25,18,5.6,First Class
74,24,12,5.9,Distinction
80,21,13,5.1,Second Class
83,17,14,1.5,Second Class
87,23,18,6.7,Distinction
69,23,18,5.7,Second Class
83,21,15,4.3,Second Class
89,18,21,3.4,First Class
70,19,21,6.3,Second Class
69,19,15,5.4,First Class
61,19,22,8.2,First Class
80,19,15,8.3,First Class
76,14,14,5.5,Second Class
73,16,20,3,Pass
88,20,10,6.2,First Class
94,16,17,5.6,First Class
60,28,19,7.1,Distinction
85,24,10,3.9,First Class
80,23,15,5.8,Second Class
82,24,13,5.7,First Class
70,22,13,2.4,Fail
73,23,18,5,First Class
72,22,16,3.5,First Class
82,16,19,5.6,First Class
73,23,12,2.6,First Class
75,15,15,0.5,Pass
96,24,12,4.6,First Class
85,27,21,7.4,Distinction
72,14,16,7.2,First Class
